"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"CHVIV2","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. viscidiflorus","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{556B6942-95F5-4D0D-A6E0-920BDB583363}","yellow rabbitbrush","2018-09-01","UT",NA,"CHVIS5",NA
"CHAX","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. axillaris (D.D. Keck) L.C. Anderson","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AB1EB37A-D022-44BA-9178-E4CC4719E232}","yellow rabbitbrush","2018-09-01","UT",NA,NA,NA
"CHVI","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. lanceolatus (Nutt.) H.M. Hall & Clem","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C6AA6DD4-789D-4853-9895-3154E78F6FDB}","yellow rabbitbrush","2018-09-01","UT",NA,"CHVIL4",NA
"CHVI9","Chrysothamnus viscidiflorus (Hook.) Nutt. ssp. lanceolatus (Nutt.) H.M. Hall & Clem","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4215B10A-00AE-4A36-A897-81C1EDED3272}","yellow rabbitbrush","2018-09-01","UT",NA,"CHVIL4",NA
"CHVIL4","Chrysothanmus viscidiflorus (Hook.) Nutt. Spp. Lanceolatus (Nutt.) H.M. Hall & Clem.","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9100CEB4-D1B4-431A-B21C-0DEF8DE7CA26}","yellow rabbitbrush","2018-09-01","UT",NA,NA,NA
"CHVIS5","Chrysothanmus viscidiflorus (Hook.) Nutt. Spp. Lanceolatus (Nutt.) H.M. Hall & Clem.","Asteraceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4870F5F8-409F-4A94-8CCD-990FCF7F7506}","yellow rabbitbrush","2018-09-01","UT",NA,NA,NA
"CIIN","Cichorium intybus L.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FD11DB05-AC53-4F71-86AF-DCEBFFCBB9D4}","chicory","2018-09-01","UT",NA,NA,NA
"CICUT","Cicuta L.","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1328C122-8E31-42A8-95EE-2C0A37CBE4B2}","water hemlock","2018-09-01","UT",NA,NA,NA
"CIMAM","Cicuta maculata L. var. maculata ","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DF3ADD18-944E-4B8F-BB04-22B93C9094F9}","spotted water hemlock","2018-09-01","UT",NA,NA,NA
"CIAL","Circaea alpina L.","Onagraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0CDD09D6-AD02-4A40-8113-493CBC01DFFA}","small enchanter's nightshade","2018-09-01","UT",NA,"CHLA13",NA
"CIALA","Circaea alpina L. ssp. alpina","Onagraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C32CFC27-1890-4DC2-B96C-0CF35BB59C44}","small enchanter's nightshade","2018-09-01","UT",NA,"CHLA13",NA
"CIRSI","Cirsium species","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3259AE86-53C5-48C3-9359-EB7C603F8E97}","thistle","2018-09-01","UT",NA,NA,NA
"CITR4","Cirsium tracyi","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0F3B7872-0E9A-422D-85AF-F2BFB3F3CFB5}","Tracy's thistle","2018-09-01","UT",NA,NA,NA
"CIALP2","Circaea alpina L. ssp. pacifica (Asch. & Magnus) P.H. Raven","Onagraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6FBD805E-DAA9-4966-995F-D97844D4AFB9}","small enchanter's nightshade","2018-09-01","UT",NA,"CHLA13",NA
"CIAR6","Cirsium araneans Rydb.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CDDF8670-1341-4E25-A730-4E53549E03C4}","jewled thistle","2018-09-01","UT",NA,NA,NA
"CIAR7","Cirsium arcuum","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{911A9DDB-E728-4E60-AE63-E1E00CBF9152}","New Mexico thistle","2018-09-01","UT",NA,"CINE",NA
"CIAR4","Cirsium arvense","Asteraceae","NonWoody","Forb","Perennial","YES",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C20EF4D3-253B-47C5-AC8A-14BD1A796BA6}","Canada thistle","2018-09-01","UT",NA,NA,NA
"CIBA","Cirsium barnebyi S.L. Welsh & Neese","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{40E31112-21B3-47C4-A7F1-8484844CBF40}","Barneby's thistle","2018-09-01","UT",NA,"CIAR6",NA
"CICA10","Cirsium calcareum (M.E. Jones) Wooton & Standl.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6C1F54B2-9E01-4F02-95AE-417D11AAB9FE}","Cainville thistle","2018-09-01","UT",NA,NA,NA
"CAPU31","Cirsium calcareum (M.E. Jones) Wooton & Standl.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0F97309F-43C8-44EE-A77B-40B6D4C41068}","Cainville thistle","2018-09-01","UT",NA,"CICA10",NA
"CICA11","Cirsium canescens Nutt.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2B3B1026-6B94-4C01-832C-6F8B111B2B63}","prairie thistle","2018-09-01","UT",NA,"CICA10",NA
"CICA6","Cirsium canovirens (Rydb.) Petr.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{488B2F77-705D-440D-823A-36BBF7723487}","graygreen thistle","2018-09-01","UT",NA,NA,NA
"CICL","Cirsium clavatum (M.E. Jones) Petr.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2861F2C3-E649-4F14-8EC3-A80E354C4EED}","Fish Lake thistle","2018-09-01","UT",NA,NA,NA
"CIEA","Cirsium eatonii (A. Gray) B.L. Rob.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{37787F56-662A-4D1E-B55B-3A409507D443}","Eaton's thistle","2018-09-01","UT",NA,"CIEAH",NA
"CIEAH","Cirsium eatonii (A. Gray) B.L. Rob.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{522E6AB7-7E65-4D3C-A048-6111D9C373FE}","Eaton's thistle","2018-09-01","UT",NA,NA,NA
"CIMO2","Cirsium modestum (Osterh.) Cockerell","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2BD2D190-3512-4C9A-804E-187804453F22}","lacy thistle","2018-09-01","UT",NA,NA,NA
"CINE","Cirsium neomexicanum A. Gray","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{853497CA-6F0D-468D-A93B-D8E9E26BA4F0}","New Mexico thistle","2018-09-01","UT",NA,NA,NA
"CINEN","Cirsium neomexicanum var. neomexicanum","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2D6C6DF1-2BDE-4A27-8D2A-C8CA7EAE195B}","New Mexico thistle","2018-09-01","UT",NA,"CINE",NA
"CINEU","Cirsium neomexicanum var. utahense","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9BE1B4FE-B254-481D-8BF0-5BB612C00728}","New Mexico thistle","2018-09-01","UT",NA,"CINE",NA
"CIOC2","Cirsium ochrocentrum A. Gray","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A58C51D3-F6C2-403D-A049-19B2527B78C8}","yellowspine thistle","2018-09-01","UT",NA,"CINE",NA
"CIPA","Cirsium parryi (A. Gray) Petr. ","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F7924E33-A4B8-43F6-BC52-6E7B98555959}","Parry's thistle","2018-09-01","UT",NA,NA,NA
"CIPE5","Cirsium perplexans (Rydb.) Petr.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D6C54EEB-0886-459A-9F34-E382013B8D53}","Rocky Mountain thistle","2018-09-01","UT",NA,NA,NA
"CIPU3","Cirsium pulcherrimum (Rydb.) K. Schum.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BEE7A96E-B9D2-4F04-932E-E82EA6BD9DA8}","Wyoming thistle","2018-09-01","UT",NA,NA,NA
"CISC2","Cirsium scariosum Nutt.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A974F2EB-3405-4D62-B20D-ABF5244FBFA9}","meadow thistle","2018-09-01","UT",NA,NA,NA
"CISE","Cirsium setosum (Willd.) Besser ex M Bieb.","Asteraceae","NonWoody","Forb","Perennial","YES",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C8A13A90-9526-4722-ACF6-6C341B5F754B}","Canada thistle","2018-09-01","UT",NA,"CIAR4",NA
"CIUN","Cirsium undulatum (Nutt.) Spreng.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F7E78B2A-CB13-492F-8188-00162E754C76}","wavyleaf thistle","2018-09-01","UT",NA,NA,NA
"CIUNT","Cirsium undulatum (Nutt.) Spreng. var. tracyi (Rydb.) S.L. Welsh","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7465F155-6E75-4D44-BDA7-3087DBDDD5EF}","Tracy's thistle","2018-09-01","UT",NA,"CATR14",NA
"CATR14","Cirsium undulatum (Nutt.) Spreng. var. tracyi (Rydb.) S.L. Welsh","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DEC7C92F-FC75-4CD6-BD2F-FE234669C264}","Tracy's thistle","2018-09-01","UT",NA,NA,NA
"CIUT","Cirsium utahense","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A4AD831F-0A89-4CB0-BFA5-FF4F7862B4A9}","New Mexico thistle","2018-09-01","UT",NA,"CINE",NA
"CIVU","Cirsium vulgare (Savi) Ten.","Asteraceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FA17F4DB-1104-4ADA-8FB9-DBEE1E28D800}","bull thistle","2018-09-01","UT",NA,NA,NA
"CIWA2","Cirsium wallowense","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{09DCCD46-D8D5-4CC3-8218-790F6217AA52}","New Mexico thistle","2018-09-01","UT",NA,"CINE",NA
"CLLA7","Cladothrix lanuginosa","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6153E6F9-FAF2-4D0E-9883-4F09D2E6F76E}","woolly tidestromia","2018-09-01","UT",NA,"TILA2",NA
"CLME","Claytonia megarhiza (A. Gray) Parry ex S. Watson ","Portulacaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4DC45D25-037C-4FF8-A968-64E4AAAD0784}","alpine springbeauty","2018-09-01","UT",NA,NA,NA
"CLCO2","Clematis columbiana (Nutt.) Torr. & A. Gray","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3FA13AEB-15D4-4DAD-96CC-C58EEE68CD99}","rock clematis","2018-09-01","UT",NA,NA,NA
"CLCO8","Clematis columbiana (Nutt.) Torr. & A. Gray","Ranunculaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4B366A45-D10F-4236-BB82-30C3EEA6C284}","rock clematis","2018-09-01","UT",NA,NA,NA
"CLCOC2","Clematis columbiana (Nutt.) Torr. & A. Gray var. columbiana","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{17D26E56-EA1F-44A8-9DED-1E1BFD157DBD}","rock clematis","2018-09-01","UT",NA,NA,NA
"CLCOT","Clematis columbiana (Nutt.) Torr. & A. Gray var. tenuiloba (A. Gray) J. Pringle","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3F81A9F3-528A-466F-8735-66B7E68C7066}","rock clematis","2018-09-01","UT",NA,"CLCOC2",NA
"CLHIH","Clematis hirsutissima Pursh var. hirsutissima","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A029EAD1-799B-43AE-BF23-370A5FAD4DC0}","hairy clematis","2018-09-01","UT",NA,"COHI5",NA
"CLHIS","Clematis hirsutissima Pursh var. scottii (Porter) Erickson","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6F0792FA-4820-437C-9F59-34461FA897AF}","Scott's clematis","2018-09-01","UT",NA,"COHI5",NA
"CLHI","Clematis hirsutissima Pursh ","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3663B08E-F396-4416-B511-F8FADB56929E}","hairy clematis","2018-09-01","UT",NA,NA,NA
"CLLI2","Clematis ligusticifolia","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{536DDA91-795D-40EC-8486-ED974CA290C6}","western virgin's-bower, western white clematis","2018-09-01","UT",NA,NA,NA
"CLOC2","Clematis occidentalis (Hornem.) DC.","Ranunculaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AFD98346-1AD1-46BF-A2D1-6B3326714E9A}","western blue virginsbower","2018-09-01","UT",NA,NA,NA
"CLOCG","Clematis occidentalis (Hornem.) DC. var. grosseserrata (Rydb.) J. Pringle","Ranunculaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5529F3CE-BE37-46D0-8684-0FD3AC73B31F}","western blue virginsbower","2018-09-01","UT",NA,NA,NA
"CLOR","Clematis orientalis L.","Ranunculaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{438D0CAF-38FF-4E9A-9DBA-1FF80F6A3C55}","Oriental virginsbower","2018-09-01","UT",NA,NA,NA
"CLSC2","Clematis scottii Porter","Ranunculaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{DE96C98B-452F-4E1D-B913-A71243A33EF4}","Scott's clematis","2018-09-01","UT",NA,"COHI5",NA
"CLLU2","Cleome lutea Hook. ","Capparaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{73596C8C-5CCF-4F40-9769-0F23862DB39D}","yellow spiderflower","2018-09-01","UT",NA,NA,NA
"CLSE","Cleome serrulata Pursh","Capparaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B23C6342-2EF8-4F3F-B154-0B825A961DAB}","Rocky Mountain beeplant","2018-09-01","UT",NA,"CLCO8",NA
"CLPA3","Cleomella palmeriana M.E. Jones","Capparaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B3397D20-AE3C-4A13-991A-2119C51AC5D7}","Rocky Mountain stickweed","2018-09-01","UT",NA,"CLCO8",NA
"COCA2","Coldenia canescens","Boraginaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{215C3935-7CE3-409E-A111-1A4E9CEEBEA3}","woody crinklemat","2018-09-01","UT",NA,"TICA3",NA
"CORA","Coleogyne ramosissima Torr.","Rosaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{24276713-CB1B-4FE1-947B-F33402734175}","blackbrush","2018-09-01","UT",NA,NA,NA
"COPA3","Collinsia parviflora Lindl.","Scrophulariaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B8697391-302D-47C4-B679-7C447F077757}","maiden blue eyed Mary","2018-09-01","UT",NA,NA,NA
"COLLI","Collinsia spp.","Scrophulariaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BE5C08D9-DD95-409C-BB9A-FC76CA52C047}","Blue eyed Mary","2018-09-01","UT",NA,NA,NA
"COGR4","Collomia grandiflora Douglas ex Lindl.","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F169E944-ABF2-4D8E-AB4F-6F8CEF73C4EE}","grand collomia","2018-09-01","UT",NA,NA,NA
"COLI2","Collomia linearis Nutt.","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B9C510BC-4521-42BC-B8E0-65DF014A95CD}","tiny trumpet","2018-09-01","UT",NA,NA,NA
"COLLO","Collomia spp.","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{12D2EC19-FFC0-4F94-A023-F39E435C1946}","Trumpet","2018-09-01","UT",NA,NA,NA
"COHA5","Columbiadoria hallii (A. Gray) G.L. Nesom ",NA,NA,NA,NA,"NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8CAE2B1D-E5FA-4BC2-B7EF-A2915241224E}","Hall's columbiadoria","2018-09-01","UT","Not found in Utah",NA,NA
"COMAN","Comandra Nutt.","Santalaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{548AE28A-D99A-490A-B0DB-2EF8F148F845}","bastard toadflax","2018-09-01","UT",NA,"SAWO",NA
"COUM","Comandra umbellata (L.) Nutt.","Santalaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0AFD57D1-C47B-46CC-8F35-B0FD77CACF19}","bastard toadflax","2018-09-01","UT",NA,NA,NA
"COUMP","Comandra umbellata (L.) Nutt. ssp. pallida (A. DC.) Piehl","Santalaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5BF7CF6E-C01C-49D3-9E4C-DCAFE91B6C39}","pale bastard toadflax","2018-09-01","UT",NA,NA,NA
"COSC2","Conioselinum scopulorum (A. Gray) J.M. Coult. & Rose","Apiaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D6BC5CF6-1EF0-46F2-A825-5E99FA352B1A}","Rocky Mountain hemlockparsley","2018-09-01","UT",NA,"CIMAM",NA
"COMA2","Conium maculatum","Apiaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{21D631D0-172C-43A1-A549-AA1ADD50620B}","Poison hemlock","2018-09-01","UT",NA,NA,NA
"COOR","Conringia orientalis (L.) Dumort.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{10D3018B-5D93-4F7A-9384-3C2605DD2194}","hare's ear mustard","2018-09-01","UT",NA,"BROR4",NA
"BROR4","Conringia orientalis (L.) Dumort.","Brassicaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3C25E07E-3AD8-438B-84C4-7F8350335BE4}","hare's ear mustard","2018-09-01","UT",NA,NA,NA
"CONVO","Convolulus L.","Convolvulaceae","NonWoody","Forb","Perennial","YES",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5DAE63CA-BB50-4A98-A1A5-DE34C7019B3C}","bindweed","2018-09-01","UT",NA,NA,NA
"COAR4","Convolvulus arvensis","Convolvulaceae","NonWoody","Forb","Perennial","YES",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C4D980F3-E50C-4D05-9B6A-000165D34562}","Field bindweed","2018-09-01","UT",NA,"CONVO",NA
"COCA5","Conyza canadensis (L.) Cronquist","Asteraceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FDEDFC3F-E805-4912-BD7B-44FFAD842D72}","Canadian horseweed","2018-09-01","UT",NA,NA,NA
"COCO4","Conyza coulteri","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E0897520-D1D1-48F5-8552-C69F7F443E33}","Coulter's horseweed","2018-09-01","UT",NA,"LACO13",NA
"COCOV2","Conyza coulteri var. virgata","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F2E6345D-B82C-4E3E-AEC3-F265993EF296}","Coulter's horseweed","2018-09-01","UT",NA,"LACO13",NA
"CORAL5","Corallorhiza Gagnebin, orth. cons.","Scrophulariaceae","NonWoody","Forb","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8FC52E20-4F6E-476D-B0A9-BD445C2EE280}","coralroot","2018-09-01","UT",NA,"COMAO5",NA
